"Control_1" "Control_2" "ToxA_1" "ToxA_2" "ToxB_1" "ToxB_2"
"HGLibB_39525" 12 0 0 0 0 0
"HGLibB_39526" 0 0 0 0 0 0
"HGLibB_39527" 0 0 1 0 1 2
"HGLibB_39528" 10 2 0 0 1 1
"HGLibB_39529" 0 5 17 4 0 0
"HGLibB_39530" 0 2 1 1 1 2
"HGLibB_39531" 2 1 0 0 0 0
"HGLibB_39532" 0 0 0 9 2 3
"HGLibB_39533" 2 19 0 0 1 0
"HGLibB_39534" 0 8 0 0 0 0
"HGLibB_39535" 0 0 0 0 1 1
"HGLibB_39536" 17 8 0 0 0 0
"HGLibB_39537" 0 7 0 0 0 0
"HGLibB_39538" 0 0 0 1 6 1
"HGLibB_39539" 0 0 0 0 0 0
"HGLibB_39540" 0 0 0 0 0 0
"HGLibB_39541" 0 7 0 0 0 0
"HGLibB_39542" 4 0 1 1 1 1
"HGLibB_39543" 5 6 0 0 0 0
"HGLibB_39544" 0 0 0 0 0 0
"HGLibB_39545" 1 0 31 24 2 4
"HGLibB_39546" 0 0 0 0 0 0
"HGLibB_39547" 0 0 0 0 0 0
"HGLibB_39548" 0 0 17 13 0 3
"HGLibB_39549" 3 0 0 0 0 0
"HGLibB_39550" 0 0 0 0 1 0
"HGLibB_39551" 0 0 0 0 0 0
"HGLibB_39552" 7 16 0 0 0 1
"HGLibB_39553" 1 4 0 0 0 1
"HGLibB_39554" 0 0 0 0 0 0
"HGLibB_39555" 2 3 4 2 0 0
"HGLibB_39556" 3 0 4 5 0 0
"HGLibB_39557" 17 2 3 0 0 0
"HGLibB_39558" 0 4 0 2 1 1
"HGLibB_39559" 0 0 0 0 0 0
"HGLibB_39560" 1 4 0 0 3 2
"HGLibB_39561" 2 4 0 0 0 0
"HGLibB_39562" 0 1 0 0 0 0
"HGLibB_39563" 0 0 0 0 0 0
"HGLibB_39564" 0 5 0 0 0 0
"HGLibB_39565" 0 3 0 0 0 0
"HGLibB_39566" 4 1 2 2 9 9
"HGLibB_39567" 0 11 0 0 0 0
"HGLibB_39568" 0 3 14 11 1 1
"HGLibB_39569" 0 8 1 6 0 0
"HGLibB_39570" 0 0 0 0 0 0
"HGLibB_39571" 0 0 0 0 0 0
"HGLibB_39572" 7 1 22 37 121 91
"HGLibB_39573" 3 0 0 0 0 0
"HGLibB_39574" 2 2 1 1 1 1
"HGLibB_39575" 0 0 0 0 0 0
"HGLibB_39576" 2 6 0 0 0 0
"HGLibB_39577" 0 0 0 0 1 0
"HGLibB_39578" 2 2 0 0 1 0
"HGLibB_39579" 1 4 0 0 0 0
"HGLibB_39580" 0 0 0 2 0 0
"HGLibB_39581" 1 3 0 1 2 2
"HGLibB_39582" 51 4 14 12 0 1
"HGLibB_39583" 0 0 95 60 28 19
"HGLibB_39584" 0 0 0 0 0 1
"HGLibB_39585" 5 28 27 36 8 2
"HGLibB_39586" 1 5 17 15 0 0
"HGLibB_39587" 0 0 0 0 0 0
"HGLibB_39588" 0 0 0 0 0 0
"HGLibB_39589" 0 0 0 0 0 0
"HGLibB_39590" 3 0 0 0 0 0
"HGLibB_39591" 1 0 0 0 0 0
"HGLibB_39592" 8 3 0 3 3 4
"HGLibB_39593" 10 5 0 0 0 0
"HGLibB_39594" 3 0 1 0 1 3
"HGLibB_39595" 5 1 4 6 9 11
"HGLibB_39596" 0 4 0 0 0 0
"HGLibB_39597" 3 3 0 0 0 0
"HGLibB_39598" 0 0 0 0 0 0
"HGLibB_39599" 12 4 14 9 0 0
"HGLibB_39600" 6 6 32 24 1 3
"HGLibB_39601" 0 4 0 0 0 0
"HGLibB_39602" 4 0 0 0 0 0
"HGLibB_39603" 0 0 0 0 0 0
"HGLibB_39604" 2 0 0 0 0 0
"HGLibB_39605" 1 3 16 32 0 1
"HGLibB_39606" 14 0 10 13 3 2
"HGLibB_39607" 0 1 0 0 0 0
"HGLibB_39608" 0 0 0 0 1 0
"HGLibB_39609" 9 8 0 1 0 0
"HGLibB_39610" 0 0 0 0 0 0
"HGLibB_39611" 4 10 0 0 0 0
"HGLibB_39612" 0 0 2 4 0 1
"HGLibB_39613" 8 0 0 0 0 0
"HGLibB_39614" 0 5 0 0 0 0
"HGLibB_39615" 0 1 0 0 0 0
"HGLibB_39616" 2 17 0 2 0 0
"HGLibB_39617" 2 13 0 6 0 0
"HGLibB_39618" 0 0 0 0 0 0
"HGLibB_39619" 6 1 0 0 1 0
"HGLibB_39620" 0 5 0 1 14 8
"HGLibB_39621" 10 7 0 0 0 0
"HGLibB_39622" 5 0 0 0 0 0
"HGLibB_39623" 1 0 0 1 0 0
"HGLibB_39624" 0 2 4 3 0 0
"HGLibB_39625" 3 0 0 0 1 2
"HGLibB_39626" 1 1 0 0 0 0
"HGLibB_39627" 12 0 0 0 0 0
"HGLibB_39628" 0 1 0 0 0 0
"HGLibB_39629" 4 1 0 0 0 0
"HGLibB_39630" 0 0 0 0 0 0
"HGLibB_39631" 2 1 0 0 0 0
"HGLibB_39632" 5 19 0 5 8 7
"HGLibB_39633" 2 5 3 13 10 3
"HGLibB_39634" 0 0 0 0 0 0
"HGLibB_39635" 7 4 0 0 0 0
"HGLibB_39636" 0 0 1 0 1 1
"HGLibB_39637" 0 5 0 0 0 0
"HGLibB_39638" 0 0 0 0 0 0
"HGLibB_39639" 11 1 0 0 0 0
"HGLibB_39640" 1 21 0 0 0 0
"HGLibB_39641" 3 0 22 18 9 2
"HGLibB_39642" 5 0 0 1 0 0
"HGLibB_39643" 1 3 0 0 0 0
"HGLibB_39644" 0 1 0 0 0 3
"HGLibB_39645" 5 0 1 0 0 0
"HGLibB_39646" 0 0 0 0 0 0
"HGLibB_39647" 2 0 0 0 0 0
"HGLibB_39648" 16 3 0 0 2 0
"HGLibB_39649" 9 2 0 0 0 0
"HGLibB_39650" 0 2 1 1 0 0
"HGLibB_39651" 1 5 2 4 0 0
"HGLibB_39652" 0 1 0 0 0 0
"HGLibB_39653" 0 0 0 0 0 0
"HGLibB_39654" 14 0 0 0 1 1
"HGLibB_39655" 0 0 1 1 0 1
"HGLibB_39656" 2 3 3 6 0 0
"HGLibB_39657" 0 0 0 0 0 0
"HGLibB_39658" 0 1 0 0 0 0
"HGLibB_39659" 11 0 0 5 5 3
"HGLibB_39660" 0 3 3 0 1 3
"HGLibB_39661" 12 0 0 0 0 0
"HGLibB_39662" 2 0 0 0 0 1
"HGLibB_39663" 0 2 0 0 1 0
"HGLibB_39664" 0 0 0 0 0 0
"HGLibB_39665" 4 0 0 0 0 0
"HGLibB_39666" 18 0 0 0 0 0
"HGLibB_39667" 11 2 0 0 1 1
"HGLibB_39668" 0 0 89 68 3 6
"HGLibB_39669" 0 0 5 5 0 0
"HGLibB_39670" 0 0 0 0 0 0
"HGLibB_39671" 0 0 0 0 0 0
"HGLibB_39672" 18 11 0 0 0 0
"HGLibB_39673" 0 0 0 0 0 0
"HGLibB_39674" 0 8 0 0 0 0
"HGLibB_39675" 12 5 8 9 1 0
"HGLibB_39676" 0 0 0 0 0 0
"HGLibB_39677" 3 9 1 0 2 4
"HGLibB_39678" 2 4 0 0 0 0
"HGLibB_39679" 1 0 0 0 1 0
"HGLibB_39680" 1 0 0 0 0 0
"HGLibB_39681" 0 0 0 0 0 0
"HGLibB_39682" 5 3 0 0 0 0
"HGLibB_39683" 0 0 1 1 1 1
"HGLibB_39684" 4 0 12 23 8 1
"HGLibB_39685" 0 0 0 0 0 0
"HGLibB_39686" 0 2 0 0 0 0
"HGLibB_39687" 3 5 0 0 0 0
"HGLibB_39688" 0 0 0 0 0 0
"HGLibB_39689" 1 0 10 12 1 1
"HGLibB_39690" 1 3 0 1 4 2
"HGLibB_39691" 3 0 0 0 0 0
"HGLibB_39692" 2 17 0 0 0 0
"HGLibB_39693" 4 0 0 0 0 0
"HGLibB_39694" 0 0 0 1 0 0
"HGLibB_39695" 9 6 33 27 0 0
"HGLibB_39696" 1 0 0 0 0 0
"HGLibB_39697" 0 1 0 0 0 0
"HGLibB_39698" 0 1 5 2 0 0
"HGLibB_39699" 1 1 0 0 0 0
"HGLibB_39700" 7 0 0 0 1 1
"HGLibB_39701" 0 0 0 0 0 0
"HGLibB_39702" 23 0 0 0 0 0
"HGLibB_39703" 2 3 0 0 0 0
"HGLibB_39704" 13 0 0 0 0 0
"HGLibB_39705" 6 0 0 0 0 0
"HGLibB_39706" 1 0 0 0 0 0
"HGLibB_39707" 11 4 4 15 6 0
"HGLibB_39708" 0 7 0 0 0 0
"HGLibB_39709" 0 0 0 0 0 0
"HGLibB_39710" 0 13 0 1 2 3
"HGLibB_39711" 0 0 0 0 0 1
"HGLibB_39712" 4 10 0 1 1 0
"HGLibB_39713" 0 13 0 0 0 0
"HGLibB_39714" 1 2 3 1 0 0
"HGLibB_39715" 0 0 0 0 0 0
"HGLibB_39716" 8 19 0 0 0 0
"HGLibB_39717" 7 0 0 0 0 0
"HGLibB_39718" 1 2 0 0 0 0
"HGLibB_39719" 1 6 0 0 0 0
"HGLibB_39720" 0 0 0 0 0 0
"HGLibB_39721" 0 0 0 0 0 0
"HGLibB_39722" 2 8 0 0 0 0
"HGLibB_39723" 2 0 0 0 1 0
"HGLibB_39724" 0 0 4 4 9 6
"HGLibB_39725" 44 0 0 0 0 0
"HGLibB_39726" 0 0 0 0 0 0
"HGLibB_39727" 0 0 0 0 0 0
"HGLibB_39728" 1 1 0 0 0 0
"HGLibB_39729" 0 1 0 0 0 0
"HGLibB_39730" 0 0 0 0 1 0
"HGLibB_39731" 0 0 0 0 0 0
"HGLibB_39732" 0 0 2 3 2 0
"HGLibB_39733" 0 0 0 3 1 0
"HGLibB_39734" 0 0 0 0 0 1
"HGLibB_39735" 0 0 0 0 0 0
"HGLibB_39736" 4 1 0 2 0 0
"HGLibB_39737" 0 12 0 0 0 0
"HGLibB_39738" 5 2 0 2 1 1
"HGLibB_39739" 4 8 0 0 0 0
"HGLibB_39740" 39 3 0 0 0 0
"HGLibB_39741" 0 0 0 0 0 1
"HGLibB_39742" 0 0 0 0 1 0
"HGLibB_39743" 1 8 178 102 16 15
"HGLibB_39744" 0 7 0 0 0 0
"HGLibB_39745" 10 33 0 0 0 0
"HGLibB_39746" 2 5 2 0 607 666
"HGLibB_39747" 0 7 1 2 3 1
"HGLibB_39748" 0 0 0 1 0 1
"HGLibB_39749" 1 16 0 0 0 0
"HGLibB_39750" 11 0 0 0 0 0
"HGLibB_39751" 5 8 0 0 0 0
"HGLibB_39752" 0 0 0 0 0 0
"HGLibB_39753" 0 0 0 0 0 0
"HGLibB_39754" 0 1 0 0 0 0
"HGLibB_39755" 0 0 0 0 0 1
"HGLibB_39756" 1 0 1 0 1 0
"HGLibB_39757" 5 12 0 0 0 0
"HGLibB_39758" 1 0 1 0 20 15
"HGLibB_39759" 10 0 0 0 1 1
"HGLibB_39760" 0 0 0 0 0 0
"HGLibB_39761" 8 26 0 0 0 0
"HGLibB_39762" 2 0 0 0 0 0
"HGLibB_39763" 0 16 0 0 0 0
"HGLibB_39764" 0 0 54 34 8 6
"HGLibB_39765" 1 3 9 13 4 3
"HGLibB_39766" 0 0 2 3 2 3
"HGLibB_39767" 3 2 0 11 0 0
"HGLibB_39768" 0 0 0 0 0 0
"HGLibB_39769" 0 0 0 0 0 0
"HGLibB_39770" 1 4 0 0 0 0
"HGLibB_39771" 0 0 0 0 0 0
"HGLibB_39772" 1 7 0 0 1 2
"HGLibB_39773" 1 0 0 0 0 0
"HGLibB_39774" 0 1 0 0 0 0
"HGLibB_39775" 0 0 0 2 1 2
"HGLibB_39776" 9 0 0 0 1 1
"HGLibB_39777" 0 2 0 0 0 0
"HGLibB_39778" 0 3 0 0 0 0
"HGLibB_39779" 5 8 0 0 1 0
"HGLibB_39780" 27 0 0 0 0 0
"HGLibB_39781" 0 0 0 0 0 0
"HGLibB_39782" 3 1 0 0 1 0
"HGLibB_39783" 0 9 0 0 0 0
"HGLibB_39784" 0 0 0 0 0 0
"HGLibB_39785" 8 0 2 0 0 0
"HGLibB_39786" 0 1 0 0 0 0
"HGLibB_39787" 2 0 0 0 0 0
"HGLibB_39788" 0 0 1 0 0 0
"HGLibB_39789" 7 5 3 1 4 5
"HGLibB_39790" 3 15 0 1 1 1
"HGLibB_39791" 3 1 0 0 0 0
"HGLibB_39792" 2 12 3 1 0 0
"HGLibB_39793" 12 0 0 0 0 0
"HGLibB_39794" 12 0 3 6 0 0
"HGLibB_39795" 13 5 0 0 0 1
"HGLibB_39796" 0 3 0 0 0 0
"HGLibB_39797" 0 0 0 0 0 0
"HGLibB_39798" 2 5 0 1 0 0
"HGLibB_39799" 1 2 0 0 0 0
"HGLibB_39800" 0 0 0 0 0 0
"HGLibB_39801" 8 0 0 0 0 0
"HGLibB_39802" 0 1 0 0 0 0
"HGLibB_39803" 0 0 0 1 1 2
"HGLibB_39804" 0 0 0 0 0 0
"HGLibB_39805" 14 2 0 0 0 0
"HGLibB_39806" 0 0 0 0 0 0
"HGLibB_39807" 0 7 0 0 0 0
"HGLibB_39808" 0 1 0 0 0 0
"HGLibB_39809" 0 3 0 0 0 0
"HGLibB_39810" 19 0 0 6 0 1
"HGLibB_39811" 0 0 0 0 11 4
"HGLibB_39812" 1 11 1 0 2 0
"HGLibB_39813" 3 6 1 0 0 1
"HGLibB_39814" 0 0 0 0 0 0
"HGLibB_39815" 1 0 8 3 2 1
"HGLibB_39816" 15 3 5 6 3 2
"HGLibB_39817" 2 2 0 0 0 0
"HGLibB_39818" 3 4 0 0 0 0
"HGLibB_39819" 0 0 0 0 0 0
"HGLibB_39820" 0 1 0 0 0 0
"HGLibB_39821" 2 4 80 64 20 14
"HGLibB_39822" 16 1 0 2 2 1
"HGLibB_39823" 3 0 0 0 0 0
"HGLibB_39824" 17 6 0 0 0 0
"HGLibB_39825" 0 0 0 0 0 0
"HGLibB_39826" 1 2 0 0 0 0
"HGLibB_39827" 0 2 0 0 0 0
"HGLibB_39828" 0 0 0 0 0 0
"HGLibB_39829" 1 8 0 0 0 0
"HGLibB_39830" 0 0 0 0 0 0
"HGLibB_39831" 0 0 0 0 0 0
"HGLibB_39832" 2 1 0 6 0 0
"HGLibB_39833" 5 0 0 0 0 0
"HGLibB_39834" 0 0 7 7 0 0
"HGLibB_39835" 0 2 0 0 0 0
"HGLibB_39836" 0 0 0 0 0 0
"HGLibB_39837" 1 0 0 0 0 0
"HGLibB_39838" 1 0 0 0 0 0
"HGLibB_39839" 0 0 0 0 0 0
"HGLibB_39840" 0 0 0 0 0 0
"HGLibB_39841" 6 6 6 10 1 0
"HGLibB_39842" 13 3 0 0 0 0
"HGLibB_39843" 5 31 14 10 0 0
"HGLibB_39844" 3 2 0 0 0 0
"HGLibB_39845" 11 0 0 0 0 0
"HGLibB_39846" 4 8 2 3 2 0
"HGLibB_39847" 0 2 1 1 3 0
"HGLibB_39848" 0 4 0 0 0 0
"HGLibB_39849" 1 5 2 7 14 12
"HGLibB_39850" 0 1 6 5 21 21
"HGLibB_39851" 1 10 0 0 0 0
"HGLibB_39852" 2 0 0 0 0 0
"HGLibB_39853" 0 1 3 7 0 0
"HGLibB_39854" 2 1 10 6 0 0
"HGLibB_39855" 0 0 0 0 1 0
"HGLibB_39856" 0 0 0 1 0 0
"HGLibB_39857" 9 8 67 65 0 0
"HGLibB_39858" 4 2 0 0 0 0
"HGLibB_39859" 2 19 0 0 0 0
"HGLibB_39860" 9 0 0 0 1 2
"HGLibB_39861" 11 0 0 0 0 0
"HGLibB_39862" 16 4 0 3 2 1
"HGLibB_39863" 3 1 0 0 0 0
"HGLibB_39864" 0 0 0 0 0 0
"HGLibB_39865" 0 3 0 0 0 0
"HGLibB_39866" 0 3 0 3 0 0
"HGLibB_39867" 0 0 0 0 0 0
"HGLibB_39868" 1 5 0 0 0 0
"HGLibB_39869" 0 1 0 0 0 0
"HGLibB_39870" 21 1 57 45 1 0
"HGLibB_39871" 0 0 0 0 0 0
"HGLibB_39872" 9 1 0 0 0 0
"HGLibB_39873" 1 3 0 0 0 0
"HGLibB_39874" 0 0 0 0 0 0
"HGLibB_39875" 1 0 1 7 2 3
"HGLibB_39876" 1 5 3 4 0 0
"HGLibB_39877" 9 0 0 0 0 0
"HGLibB_39878" 4 8 1 0 0 0
"HGLibB_39879" 1 3 0 1 1 0
"HGLibB_39880" 0 3 20 6 1 0
"HGLibB_39881" 8 2 1 0 0 2
"HGLibB_39882" 0 0 0 0 0 0
"HGLibB_39883" 0 1 0 0 0 0
"HGLibB_39884" 0 0 0 0 9 9
"HGLibB_39885" 0 0 0 3 3 0
"HGLibB_39886" 0 0 0 0 0 0
"HGLibB_39887" 15 5 2 1 0 0
"HGLibB_39888" 5 1 0 0 0 0
"HGLibB_39889" 0 0 0 0 0 0
"HGLibB_39890" 0 0 0 0 0 0
"HGLibB_39891" 11 1 0 0 0 0
"HGLibB_39892" 1 0 1 2 0 0
"HGLibB_39893" 1 2 0 7 2 0
"HGLibB_39894" 1 6 0 1 2 4
"HGLibB_39895" 16 3 0 0 0 0
"HGLibB_39896" 0 2 0 0 1 0
"HGLibB_39897" 6 4 0 0 0 0
"HGLibB_39898" 0 1 0 0 0 0
"HGLibB_39899" 0 0 0 0 0 0
"HGLibB_39900" 1 0 0 0 0 0
"HGLibB_39901" 0 0 0 0 0 0
"HGLibB_39902" 3 0 0 0 0 0
"HGLibB_39903" 6 3 0 0 0 0
"HGLibB_39904" 0 0 0 0 0 0
"HGLibB_39905" 4 8 0 0 0 0
"HGLibB_39906" 3 21 1 0 0 1
"HGLibB_39907" 4 0 0 0 0 0
"HGLibB_39908" 1 3 76 41 10 3
"HGLibB_39909" 1 4 0 20 6 2
"HGLibB_39910" 13 5 0 4 5 0
"HGLibB_39911" 0 6 0 0 0 0
"HGLibB_39912" 0 0 0 0 0 2
"HGLibB_39913" 0 1 0 0 0 0
"HGLibB_39914" 17 0 0 0 0 0
"HGLibB_39915" 12 4 0 0 0 0
"HGLibB_39916" 0 0 0 0 0 0
"HGLibB_39917" 20 0 0 0 0 0
"HGLibB_39918" 3 5 1 0 3 0
"HGLibB_39919" 3 0 0 3 1 1
"HGLibB_39920" 0 5 0 1 0 0
"HGLibB_39921" 0 2 0 0 0 0
"HGLibB_39922" 3 0 0 0 0 0
"HGLibB_39923" 8 5 1 0 0 0
"HGLibB_39924" 0 1 0 0 0 0
"HGLibB_39925" 0 2 0 0 0 0
"HGLibB_39926" 1 3 1 0 2 0
"HGLibB_39927" 0 5 0 1 3 1
"HGLibB_39928" 0 0 0 0 1 0
"HGLibB_39929" 13 6 1 0 0 0
"HGLibB_39930" 0 3 0 0 0 1
"HGLibB_39931" 0 0 0 0 0 0
"HGLibB_39932" 3 5 0 0 0 0
"HGLibB_39933" 15 2 0 0 0 0
"HGLibB_39934" 0 7 0 0 0 0
"HGLibB_39935" 0 5 0 0 0 3
"HGLibB_39936" 0 0 0 0 0 0
"HGLibB_39937" 0 6 0 1 0 0
"HGLibB_39938" 0 0 3 9 0 0
"HGLibB_39939" 0 0 0 2 2 2
"HGLibB_39940" 2 10 0 0 1 0
"HGLibB_39941" 0 0 1 0 0 0
"HGLibB_39942" 2 0 1 0 0 0
"HGLibB_39943" 0 15 0 0 0 0
"HGLibB_39944" 0 0 0 0 0 0
"HGLibB_39945" 0 0 0 0 0 0
"HGLibB_39946" 23 3 0 0 0 0
"HGLibB_39947" 2 8 0 0 4 8
"HGLibB_39948" 0 0 8 13 1 0
"HGLibB_39949" 0 1 0 0 0 0
"HGLibB_39950" 0 0 0 0 0 0
"HGLibB_39951" 0 11 0 1 398 393
"HGLibB_39952" 2 0 0 0 0 0
"HGLibB_39953" 6 17 0 1 361 330
"HGLibB_39954" 0 3 0 0 2 2
"HGLibB_39955" 0 2 0 0 0 0
"HGLibB_39956" 0 0 0 0 0 0
"HGLibB_39957" 2 2 0 0 0 0
"HGLibB_39958" 0 2 0 0 0 0
"HGLibB_39959" 1 1 0 0 0 0
"HGLibB_39960" 10 10 0 5 0 0
"HGLibB_39961" 0 0 0 1 0 0
"HGLibB_39962" 0 6 0 0 0 0
"HGLibB_39963" 1 15 0 0 0 0
"HGLibB_39964" 4 0 0 0 0 0
"HGLibB_39965" 0 1 0 0 0 0
"HGLibB_39966" 0 3 0 1 0 0
"HGLibB_39967" 0 0 0 0 1 1
"HGLibB_39968" 2 0 0 0 3 2
"HGLibB_39969" 1 1 0 0 0 0
"HGLibB_39970" 0 0 0 0 0 0
"HGLibB_39971" 1 1 0 0 0 0
"HGLibB_39972" 19 1 0 0 0 0
"HGLibB_39973" 25 5 25 39 10 8
"HGLibB_39974" 3 0 0 0 0 0
"HGLibB_39975" 0 10 0 0 0 0
"HGLibB_39976" 0 0 0 0 0 0
"HGLibB_39977" 12 0 22 9 1 2
"HGLibB_39978" 4 0 0 0 0 0
"HGLibB_39979" 1 2 21 21 0 0
"HGLibB_39980" 8 6 0 0 1 6
"HGLibB_39981" 5 0 0 0 0 0
"HGLibB_39982" 0 2 0 0 0 0
"HGLibB_39983" 0 0 0 0 0 0
"HGLibB_39984" 0 6 0 0 0 0
"HGLibB_39985" 5 5 0 0 0 0
"HGLibB_39986" 0 9 3 5 1 1
"HGLibB_39987" 0 0 0 0 0 0
"HGLibB_39988" 2 0 0 0 0 0
"HGLibB_39989" 3 5 0 0 0 0
"HGLibB_39990" 0 0 0 0 0 0
"HGLibB_39991" 0 1 12 8 0 1
"HGLibB_39992" 1 0 0 3 4 1
"HGLibB_39993" 2 0 0 0 0 0
"HGLibB_39994" 6 12 0 0 0 0
"HGLibB_39995" 0 0 0 0 0 0
"HGLibB_39996" 9 2 8 8 0 0
"HGLibB_39997" 0 0 0 2 4 5
"HGLibB_39998" 0 4 0 0 0 0
"HGLibB_39999" 0 0 0 1 3 0
"HGLibB_40000" 0 4 0 0 1 1
"HGLibB_40001" 0 0 0 0 0 0
"HGLibB_40002" 4 1 0 0 0 0
"HGLibB_40003" 0 10 0 0 1 1
"HGLibB_40004" 3 0 0 15 2 3
"HGLibB_40005" 0 0 0 0 0 0
"HGLibB_40006" 0 0 0 0 2 0
"HGLibB_40007" 0 7 146 137 6 3
"HGLibB_40008" 2 4 0 1 1 0
"HGLibB_40009" 0 0 0 0 0 0
"HGLibB_40010" 1 8 7 9 1 0
"HGLibB_40011" 0 0 0 0 0 0
"HGLibB_40012" 0 1 0 0 0 0
"HGLibB_40013" 0 0 1 0 2 0
"HGLibB_40014" 1 0 0 0 0 0
"HGLibB_40015" 2 20 0 0 0 1
"HGLibB_40016" 0 0 0 0 0 0
"HGLibB_40017" 2 1 1 0 2 1
"HGLibB_40018" 0 7 0 0 0 0
"HGLibB_40019" 0 0 0 0 0 0
"HGLibB_40020" 0 8 2 3 2 4
"HGLibB_40021" 1 13 0 0 0 0
"HGLibB_40022" 0 0 0 0 0 0
"HGLibB_40023" 0 0 0 0 0 0
"HGLibB_40024" 0 0 0 0 0 0
"HGLibB_40025" 2 0 0 0 3 0
"HGLibB_40026" 0 6 0 0 2 0
"HGLibB_40027" 3 3 0 0 0 0
"HGLibB_40028" 0 0 0 0 0 0
"HGLibB_40029" 0 0 0 1 1 0
"HGLibB_40030" 3 8 0 0 0 0
"HGLibB_40031" 0 0 0 0 0 0
"HGLibB_40032" 2 0 0 0 0 0
"HGLibB_40033" 0 4 0 0 0 0
"HGLibB_40034" 0 0 0 0 0 0
"HGLibB_40035" 0 0 0 0 0 0
"HGLibB_40036" 11 0 0 0 0 0
"HGLibB_40037" 3 1 1 0 0 0
"HGLibB_40038" 6 0 26 25 1 0
"HGLibB_40039" 1 6 3 0 0 0
"HGLibB_40040" 1 0 0 0 0 0
"HGLibB_40041" 3 0 0 0 0 0
"HGLibB_40042" 0 2 0 0 0 0
"HGLibB_40043" 35 1 3 5 0 0
"HGLibB_40044" 0 3 0 0 0 0
"HGLibB_40045" 0 3 0 0 0 0
"HGLibB_40046" 1 4 0 0 0 0
"HGLibB_40047" 4 1 34 31 0 0
"HGLibB_40048" 0 0 0 0 4 3
"HGLibB_40049" 0 1 0 0 0 0
"HGLibB_40050" 2 9 0 0 0 0
"HGLibB_40051" 8 0 0 0 0 0
"HGLibB_40052" 37 1 1 0 0 0
"HGLibB_40053" 14 1 1 0 5 2
"HGLibB_40054" 0 0 0 0 0 0
"HGLibB_40055" 2 0 0 2 0 0
"HGLibB_40056" 0 0 2 2 0 0
"HGLibB_40057" 0 5 0 0 0 0
"HGLibB_40058" 9 0 2 1 1 2
"HGLibB_40059" 0 0 32 18 1 0
"HGLibB_40060" 12 8 0 1 5 3
"HGLibB_40061" 0 0 0 0 0 0
"HGLibB_40062" 0 2 6 5 0 0
"HGLibB_40063" 1 2 0 0 0 0
"HGLibB_40064" 0 0 0 0 0 0
"HGLibB_40065" 0 3 0 0 0 0
"HGLibB_40066" 1 1 0 0 0 0
"HGLibB_40067" 0 1 0 0 0 0
"HGLibB_40068" 0 0 0 0 0 0
"HGLibB_40069" 1 1 0 0 0 0
"HGLibB_40070" 0 1 0 0 0 0
"HGLibB_40071" 4 2 0 0 0 0
"HGLibB_40072" 1 2 0 0 0 0
"HGLibB_40073" 1 14 0 0 0 0
"HGLibB_40074" 1 6 0 1 0 0
"HGLibB_40075" 39 1 14 7 3 0
"HGLibB_40076" 29 2 0 0 0 0
"HGLibB_40077" 0 4 0 3 2 2
"HGLibB_40078" 3 0 0 0 0 0
"HGLibB_40079" 0 0 0 0 0 0
"HGLibB_40080" 0 12 0 0 0 0
"HGLibB_40081" 2 1 6 4 0 1
"HGLibB_40082" 1 32 0 0 0 0
"HGLibB_40083" 0 1 0 0 0 0
"HGLibB_40084" 0 0 0 0 0 0
"HGLibB_40085" 0 0 0 0 0 0
"HGLibB_40086" 3 6 0 0 0 1
"HGLibB_40087" 18 5 0 4 1 0
"HGLibB_40088" 0 1 0 0 0 0
"HGLibB_40089" 0 2 0 0 0 0
"HGLibB_40090" 4 0 0 0 0 0
"HGLibB_40091" 0 0 55 38 8 4
"HGLibB_40092" 3 8 0 0 0 0
"HGLibB_40093" 15 2 0 0 0 0
"HGLibB_40094" 12 0 1 10 0 0
"HGLibB_40095" 0 0 0 0 0 0
"HGLibB_40096" 2 2 0 8 0 1
"HGLibB_40097" 0 0 0 0 0 0
"HGLibB_40098" 6 2 31 30 1 1
"HGLibB_40099" 0 2 0 0 0 0
"HGLibB_40100" 1 1 1 0 0 0
"HGLibB_40101" 0 0 0 0 0 0
"HGLibB_40102" 1 3 0 0 0 0
"HGLibB_40103" 0 1 0 0 0 0
"HGLibB_40104" 0 0 0 0 0 1
"HGLibB_40105" 8 1 1 4 0 1
"HGLibB_40106" 0 2 0 0 0 0
"HGLibB_40107" 0 4 0 0 0 0
"HGLibB_40108" 0 1 3 8 9 8
"HGLibB_40109" 0 1 0 0 0 0
"HGLibB_40110" 1 1 39 17 0 0
"HGLibB_40111" 0 2 0 0 0 0
"HGLibB_40112" 0 0 0 0 0 0
"HGLibB_40113" 0 2 0 0 0 0
"HGLibB_40114" 7 5 0 0 0 0
"HGLibB_40115" 0 3 0 0 0 0
"HGLibB_40116" 0 7 0 0 0 0
"HGLibB_40117" 1 1 1 1 2 5
"HGLibB_40118" 2 1 0 0 0 0
"HGLibB_40119" 3 16 72 63 0 5
"HGLibB_40120" 0 0 0 0 0 0
"HGLibB_40121" 0 4 0 0 2 0
"HGLibB_40122" 0 0 0 0 0 1
"HGLibB_40123" 1 0 0 0 0 0
"HGLibB_40124" 0 0 0 0 0 2
"HGLibB_40125" 3 2 0 0 0 0
"HGLibB_40126" 9 3 17 11 0 0
"HGLibB_40127" 3 21 0 0 0 0
"HGLibB_40128" 9 3 0 1 0 0
"HGLibB_40129" 0 4 0 0 0 0
"HGLibB_40130" 0 0 0 0 0 0
